artist,track,audio_features_danceability,audio_features_energy,audio_features_key,audio_features_loudness,audio_features_mode,audio_features_speechiness,audio_features_acousticness,audio_features_instrumentalness,audio_features_liveness,audio_features_valence,audio_features_tempo,audio_features_duration_ms,audio_features_time_signature
Florence + The Machine,Leave My Body,0.759,0.886,11,-4.008,1,0.0377,0.065,0,0.0939,0.786,119.975,186734,4
Céline Dion,"Ashes - from ""Deadpool 2"" Motion Picture Soundtrack",0.57,0.945,10,-4.488,0,0.0647,0.00613,1.13e-06,0.296,0.419,125.984,245573,4
Cher,If I Could Turn Back Time,0.555,0.86,10,-3.762,0,0.032,0.00142,0,0.133,0.716,106.966,219507,4
Bendik,Kriger,0.599,0.78,11,-5.033,1,0.0527,0.156,0,0.189,0.529,122.077,208395,4
Silvana Imam,4h,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733,4
Gabrielle,September,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,240307,4
Jubël,Dancing in the Moonlight (feat. NEIMY),0.646,0.864,5,-5.198,0,0.0395,0.0503,0,0.032,0.61,135.024,203322,4
Arif,Flammer,0.642,0.881,11,-3.537,1,0.0393,0.209,0,0.21,0.913,138.03,222045,4
Dua Lipa,Dreams,0.598,0.727,1,-5.78,0,0.0442,0.00399,0,0.635,0.372,140.057,184951,4
David Guetta,Don't Leave Me Alone (feat. Anne-Marie),0.584,0.726,1,-4.604,1,0.0371,0.14,0,0.0984,0.398,106.979,212447,4
Galantis,Spaceship (feat. Uffie),0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,205933,4
Dua Lipa,New Love,0.812,0.853,2,-3.517,1,0.0316,0.156,2.29e-06,0.309,0.646,119.942,223773,4
Dua Lipa,Want To,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,4
Dagny,Landslide,0.681,0.767,2,-5.572,1,0.207,0.0213,0,0.117,0.687,132.004,220749,4
Kid Astray,Day in June,0.565,0.683,0,-5.77,1,0.0889,0.0271,7.69e-05,0.114,0.353,174.073,206667,4
King Princess,1950,0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,264747,4
Years & Years,All For You,0.598,0.904,4,-2.293,1,0.0507,0.331,0,0.264,0.503,138.091,198075,4
Lady Gaga,Always Remember Us This Way,0.663,0.746,2,-3.567,0,0.0321,0.0697,0,0.0929,0.325,102.847,257427,4
Lewis Capaldi,Bruises,0.71,0.539,11,-13.716,1,0.0695,0.21,3.26e-05,0.0389,0.893,91.892,214773,4
Birdy,Wild Horses,0.788,0.637,3,-5.432,1,0.0887,0.231,0,0.291,0.573,124.999,168813,4
Tom Odell,You're Gonna Break My Heart Tonight,0.749,0.814,5,-3.769,0,0.0404,0.156,0,0.0673,0.715,119.964,157010,4
Icona Pop,We Got the World,0.588,0.821,5,-6.54,0,0.216,0.00579,0.000275,0.208,0.509,188.098,182075,4
Lady Gaga,Applause,0.464,0.852,11,-3.804,1,0.067,0.0116,0,0.108,0.233,160.075,239507,4
Years & Years,Karma,0.557,0.849,9,-3.58,0,0.0444,0.000889,0,0.0944,0.71,149.994,205822,4
Lady Gaga,Shallow,0.609,0.931,11,-6.723,1,0.179,0.00607,0,0.908,0.349,131.998,257148,4
Rhys,Starfish (feat. FELIX SANDMAN),0.65,0.762,0,-5.518,1,0.0401,0.0919,0.001,0.107,0.452,93.032,217278,4
Lady Gaga,Marry The Night,0.676,0.682,0,-5.213,1,0.163,0.215,3.12e-06,0.196,0.465,80.023,159723,4
LÉON,Baby Don't Talk,0.689,0.849,4,-5.99,1,0.0407,0.0154,3.68e-05,0.124,0.477,129.918,237786,4
Glenn Lyse,Days Go By,0.652,0.453,1,-6.119,1,0.0445,0.0507,0,0.179,0.432,88.039,177391,3
Kjartan Salvesen,Standing Tall,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4
Birdy,Keeping Your Head Up,0.514,0.618,11,-4.585,0,0.0317,0.175,0,0.117,0.401,84.259,150333,4
Heart,Alone,0.324,0.859,5,-3.204,1,0.248,0.0023,1.47e-06,0.36,0.259,176.059,214000,4
Lil Wayne,How To Love,0.424,0.664,0,-4.98,1,0.031,0.0633,0.0278,0.177,0.489,104.786,192120,4
Lila,Don't Let Go,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,4
George Ezra,Paradise,0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,234693,4
MØ,Blur,0.625,0.834,1,-2.844,0,0.121,0.27,0,0.495,0.889,110.778,223880,1
George Ezra,Pretty Shining People,0.802,0.794,2,-12.087,1,0.0492,0.115,0.0121,0.0808,0.909,115.361,262333,4
Redbone,Come and Get Your Love - Single Version,0.591,0.811,1,-5.753,1,0.0319,0.00139,0,0.198,0.629,127.913,216133,4
Kim Cesarion,Undressed,0.552,0.661,5,-7.569,1,0.259,0.349,0,0.581,0.887,177.656,198170,4
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202,4
Iggy Azalea,Change Your Life,0.42,0.843,9,-4.231,0,0.121,0.0519,0,0.106,0.491,173.827,206960,3
Kid Ink,Money and the Power,0.577,0.833,5,-3.337,1,0.0695,0.0137,0,0.121,0.58,107.936,169667,4
J. Cole,Deja Vu,0.47,0.88,11,-5.52,0,0.0379,0.0326,2.16e-05,0.223,0.779,160.003,204640,4
Seeb,Grip,0.591,0.672,0,-6.553,0,0.0379,0.0636,0,0.288,0.448,108.938,241465,4
Anastacia,Left Outside Alone,0.521,0.716,0,-4.838,1,0.0373,0.00543,0,0.0895,0.389,105.034,239693,4
Billy Joel,Why Should I Worry?,0.605,0.788,6,-5.902,0,0.05,0.0297,0.418,0.189,0.435,103.002,158360,4
Davai,Cry Like Kim K (with Lisa Ajax),0.617,0.708,2,-4.54,1,0.0284,0.0681,0,0.123,0.467,96.996,182147,4
Sigrid,Don't Feel Like Crying,0.697,0.666,7,-5.123,1,0.0538,0.188,1.73e-06,0.126,0.346,98.013,236400,4
Dua Lipa,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",0.481,0.473,8,-5.844,1,0.0433,0.754,0,0.135,0.492,133.048,224213,4
YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),0.639,0.931,11,-1.73,1,0.0708,0.46,0,0.0942,0.471,126.084,207146,4
The Wombats,Lemon to a Knife Fight,0.507,0.665,0,-7.598,1,0.0474,0.0144,0,0.0759,0.4,126.879,213338,4
The Wombats,Walking Disasters,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,163247,4
A R I Z O N A,Cross My Mind,0.732,0.785,0,-5.081,1,0.047,0.0534,4.81e-05,0.388,0.256,121.987,212788,4
Phlake,Angel Zoo,0.59,0.888,5,-2.851,1,0.0765,0.0216,0,0.487,0.288,126.094,185714,4
Sigrid,Sight Of You,0.736,0.555,4,-4.689,1,0.0757,0.0345,0.000157,0.0798,0.323,91.997,222320,4
P!nk,Walk Me Home,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4
Mabel,Don't Call Me Up,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,245187,4
Bebe Rexha,Last Hurrah,0.552,0.846,9,-4.912,1,0.342,0.0114,0,0.309,0.554,98.56,236600,1
Dagny,Hit Your Heart,0.732,0.922,6,-1.829,0,0.0975,0.0348,0,0.146,0.589,120.033,218250,4
Riverdale Cast,We Don't Need Another Hero (feat. Ashleigh Murray) [From Riverdale: Season 3],0.812,0.623,10,-9.452,0,0.0599,0.501,6.64e-05,0.164,0.768,110.041,163027,4
Lil Wayne,Lollipop,0.413,0.868,7,-4.336,1,0.223,0.00949,0,0.354,0.856,129.556,172272,4
Kendrick Lamar,King Kunta,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,342680,4
Klovner I Kamp,Valsen,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,218627,4
Was (Not Was),Walk The Dinosaur,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4
Smith & Thell,Forgive Me Friend,0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,316813,4
Klovner I Kamp,Langt å gå,0.763,0.314,5,-16.465,1,0.118,0.557,0.873,0.114,0.509,141.995,154776,4
Avicii,SOS,0.352,0.238,0,-18.408,1,0.1,0.97,0.586,0.0664,0.0376,72.649,161239,3
Dermot Kennedy,Power Over Me,0.726,0.846,0,-4.833,1,0.0903,0.0163,0.727,0.381,0.689,90.02,170667,4
Panic! At The Disco,"Hey Look Ma, I Made It",0.676,0.687,10,-11.292,1,0.0452,0.89,0.914,0.124,0.295,85.014,163772,4
Resirkulert,Palass,0.804,0.164,4,-14.07,1,0.0492,0.0365,0.831,0.0927,0.419,126.953,196500,4
Wrabel,Ritual,0.644,0.512,10,-12.337,0,0.0337,0.837,0.934,0.12,0.506,139.946,140500,4
AJR,Infinity,0.82,0.281,8,-15.194,0,0.0802,0.869,0.961,0.0925,0.62,104.988,182869,4
AJR,Overture,0.699,0.158,7,-15.225,1,0.036,0.445,0.86,0.132,0.0616,146.027,210497,4
AJR,Thirsty,0.558,0.505,6,-10.96,1,0.223,0.122,0.529,0.31,0.688,56.705,185441,4
AJR,My Calling,0.637,0.493,10,-8.844,0,0.145,0.734,0.0576,0.28,0.477,125.949,188611,4
Kelly Clarkson,I Don't Think About You,0.652,0.403,9,-14.328,0,0.0802,0.871,0.808,0.0742,0.089,140.012,180000,4
Birdy,Keeping Your Head Up - Don Diablo Remix; Radio Edit,0.84,0.243,0,-24.231,0,0.0675,0.959,0.923,0.12,0.562,126.003,144760,4
Swedish House Mafia,Save The World,0.803,0.378,9,-8.869,1,0.085,0.0627,0.853,0.103,0.604,92.015,150230,4
Swedish House Mafia,One (Your Name) - Radio Edit,0.593,0.348,4,-15.933,0,0.276,0.709,0.881,0.0426,0.254,87.93,169091,4
KREAM,Decisions (feat. Maia Wright),0.712,0.31,5,-12.01,0,0.379,0.96,0.936,0.103,0.303,156.123,156000,4
Panic! At The Disco,High Hopes - Don Diablo Remix,0.659,0.144,4,-16.066,0,0.0442,0.678,0.475,0.573,0.147,83.998,188571,4
Alan Walker,Lost Control,0.781,0.328,3,-7.382,0,0.176,0.771,0.214,0.113,0.705,80.973,154282,4
Calvin Harris,Giant (with Rag'n'Bone Man),0.637,0.394,7,-13.536,1,0.286,0.605,0.305,0.0968,0.361,132.015,332173,4
Rudimental,Feel the Love (feat. John Newman),0.727,0.482,7,-8.282,0,0.0673,0.509,0.688,0.193,0.542,80.004,179250,4
Kanye West,Touch The Sky,0.605,0.542,9,-13.094,0,0.0511,0.357,0.851,0.0591,0.52,78.031,221537,4
Sigala,Just Got Paid,0.487,0.249,8,-20.729,1,0.108,0.631,0.88,0.18,0.125,184.499,166504,4
Cut The Track Productions,Någen Har Låge Med Någen,0.792,0.295,7,-14.008,0,0.098,0.165,0.907,0.115,0.144,152.119,202105,4
DJ Anton,Muggene Er Megasvære (Elsker Øl),0.599,0.336,11,-13.686,1,0.05,0.74,0.6,0.168,0.184,123.011,140500,4
Madonna,Like a Prayer,0.624,0.564,9,-6.45,0,0.0522,0.232,0.919,0.135,0.394,112.985,220723,4
Madonna,Like a Virgin,0.649,0.306,0,-9.695,1,0.0326,0.78,0.893,0.109,0.116,80.983,154074,4
Madonna,Hung Up,0.491,0.729,1,-8.12,1,0.108,0.00135,0.00985,0.458,0.479,119.986,158000,4
Madonna,Vogue,0.843,0.313,8,-12.564,1,0.158,0.478,0.943,0.113,0.447,74.01,168649,4
Beowülf,Today Is a Gift,0.429,0.272,7,-16.095,1,0.0314,0.745,0.87,0.103,0.0531,90.785,178260,4
Barnes Blvd.,I Have Love for Everyone Besides Myself.,0.638,0.373,4,-11.411,1,0.15,0.29,0.774,0.238,0.0396,79.007,147366,4
Cody G,Ukulele and Chill,0.469,0.309,1,-11.858,0,0.0341,0.863,0.809,0.0923,0.185,90.062,218667,4
AGM,plant lullaby,0.601,0.185,0,-19.246,1,0.0518,0.935,0.86,0.524,0.634,165.981,151807,4
Sleepy Fish,i wish it would never stop snowing,0.533,0.246,9,-16.585,1,0.0466,0.907,0.894,0.112,0.0886,87.016,145402,4
Behind Clouds,Wonders of the Unknown,0.486,0.417,2,-10.104,0,0.135,0.972,0.778,0.107,0.194,94.202,144000,3
A L E X,Proud of You,0.669,0.2,5,-16.88,0,0.197,0.934,0.901,0.138,0.506,166.25,177854,4
Seneca B,Sunshine,0.612,0.495,2,-7.003,1,0.12,0.0543,0.185,0.274,0.351,84.927,172278,4
Axian,If I Ever Build a House,0.602,0.762,10,-6.727,0,0.034,0.29,0.0361,0.694,0.406,89.628,299818,4
jhfly,for you,0.739,0.344,4,-8.904,0,0.0376,0.887,0.968,0.099,0.439,100.121,183606,4
Sonn,Choke,0.793,0.201,11,-16.822,0,0.233,0.298,0.704,0.112,0.595,148.204,181639,4
santpoort,feathertop forests,0.451,0.293,10,-18.629,0,0.0589,0.915,0.834,0.444,0.0778,160.274,213000,5
David Cutter Music,Harvest,0.568,0.417,9,-9.129,0,0.0245,0.356,0.899,0.0944,0.0838,148.059,234755,4
yonderling,Aquamarine,0.686,0.373,11,-16.007,0,0.118,0.532,0.926,0.075,0.203,83.203,156000,4
Maugre,No Samples,0.707,0.421,8,-7.876,1,0.0449,0.715,0.899,0.209,0.36,85.955,160457,4
City Girl,Walking in the Rain to a Café to Write Down Private Thoughts in Public,0.602,0.148,11,-13.305,1,0.0369,0.511,0.934,0.121,0.21,81.042,168889,4
linanthem,passage,0.492,0.234,8,-18.824,1,0.212,0.826,0.885,0.14,0.302,165.798,181525,4
"quickly, quickly",Getsomerest/sleepwell,0.674,0.822,5,-4.247,1,0.0482,0.386,0,0.15,0.727,130.002,195760,4
Sebastian Kamae,Cerveza,0.611,0.566,3,-8.038,1,0.0795,0.463,0.000616,0.133,0.637,79.972,232680,4
Joey Pecoraro,Your Favorite Place,0.542,0.569,6,-5.971,0,0.034,0.652,1.22e-05,0.088,0.262,164.057,215640,3
Idealism,another perspective,0.545,0.653,5,-6.537,1,0.0379,0.13,0,0.0706,0.451,87.879,221440,4
Single Friend,Lofi Netflix N By Yourself,0.634,0.457,9,-7.085,1,0.0275,0.625,0,0.137,0.4,99.954,232560,4
Lilac,Lvndr,0.292,0.456,7,-10.325,1,0.0447,0.852,0.0026,0.0814,0.0578,150.748,302493,3
Ozoyo,Daydream in Green,0.312,0.445,11,-7.202,0,0.0305,0.365,0.0038,0.13,0.272,97.967,222719,4
Oatmello,88 Keys,0.722,0.385,0,-9.771,0,0.0264,0.601,0.615,0.078,0.742,87.301,299773,4
Neku,Beware the Forest's Mushrooms,0.493,0.0376,2,-19.821,0,0.0658,0.712,0.0157,0.0683,0.352,197.167,329120,4
mommy,passing,0.699,0.113,9,-19.007,1,0.0381,0.896,0.00749,0.0937,0.196,114.441,201640,4
Barnes Blvd.,Joan of Arc.,0.559,0.223,0,-18.63,0,0.029,0.731,0.58,0.695,0.0907,65.682,179133,3
Miscél,us,0.528,0.524,9,-9.84,0,0.0376,0.0922,0.00501,0.165,0.433,142.176,294507,4
SwuM,With U,0.4,0.888,4,-6.17,0,0.0722,0.00108,0,0.0874,0.569,113.392,235973,4
s. lyre,home for a while,0.307,0.575,0,-8.652,1,0.0981,0.0649,0,0.615,0.413,142.731,190107,3
fantompower,free (at ease),0.463,0.179,0,-14.852,0,0.0402,0.917,1.73e-05,0.12,0.183,80.747,199920,4
goosetaf,Swing Set,0.409,0.172,6,-16.44,0,0.0389,0.922,0.00112,0.111,0.352,132.151,229293,4
Hyperparadise,Sunset,0.829,0.385,2,-11.286,0,0.0587,0.899,0.194,0.112,0.532,121.117,173853,4
Handbook,End Credits,0.559,0.565,3,-8.534,1,0.0498,0.668,0.000315,0.272,0.344,108.241,308307,3
Padma Purana,Istoria Mias Kalpikis Liras,0.305,0.28,2,-12.697,1,0.0296,0.929,0.00185,0.117,0.245,102.758,302253,4
moow,Ballad of the Lady,0.551,0.34,7,-10.749,1,0.0325,0.854,0.0955,0.0738,0.229,77.405,250053,4
eevee,belas,0.642,0.305,7,-14.061,0,0.0327,0.956,0.919,0.0932,0.17,123.996,362974,4
G93,City Rain,0.787,0.132,2,-16.174,1,0.0343,0.363,0.794,0.223,0.0933,104.928,418160,4
Garot Michael Conklin,Tarumi,0.525,0.788,6,-7.618,0,0.0335,0.0179,0.0102,0.353,0.675,129.392,163733,4
Blue Wednesday,Murmuration,0.869,0.197,1,-15.668,1,0.0415,0.144,0.773,0.0861,0.0598,103.985,269067,4
SINY,ORANGE,0.593,0.264,2,-14.535,1,0.0271,0.0138,0.875,0.0816,0.207,68.506,212840,4
Knowmadic,Hydrangea,0.562,0.539,10,-11.196,1,0.0317,0.196,0.66,0.115,0.284,86.967,254560,4
Hyperparadise,Morning,0.54,0.912,1,-5.678,1,0.0376,0.000108,0.00298,0.134,0.839,146.033,272933,4
MØ,Don't Wanna Dance,0.517,0.165,4,-14.583,0,0.0409,0.696,0.437,0.124,0.0796,79.555,327907,3
MØ,Pilgrim,0.806,0.158,9,-19.399,0,0.0359,0.246,0.481,0.105,0.0894,119.914,294373,4
MØ,Waste of Time,0.569,0.428,7,-13.038,1,0.0292,0.457,5.08e-06,0.105,0.617,113.168,177333,4
MØ,XXX 88 (feat. Diplo),0.442,0.124,3,-22.227,1,0.0388,0.92,0.605,0.21,0.2,65.003,408600,4
MØ,Say You'll Be There,0.527,0.192,5,-11.459,0,0.0349,0.945,0.00689,0.106,0.252,132.47,198773,4
David Lynch,I'm Waiting Here,0.444,0.666,1,-6.629,1,0.0398,0.543,0.00328,0.111,0.0946,107.914,351640,4
Lykke Li,No Rest for the Wicked,0.519,0.163,0,-18.131,0,0.0489,0.926,0.751,0.115,0.356,142.116,168040,4
Tindersticks,Medicine,0.452,0.795,6,-1.797,0,0.0315,0.0208,1.38e-06,0.171,0.341,147.961,229347,4
Tindersticks,friday night,0.64,0.892,9,-3.901,1,0.0585,0.00711,0,0.336,0.827,97.928,209013,4
Tindersticks,Keep You Beautiful,0.51,0.462,0,-10.995,1,0.114,0.754,0,0.455,0.657,102.534,389827,4
Sparklehorse,It's A Wonderful Life,0.518,0.714,9,-7.772,0,0.0393,0.156,0.00136,0.106,0.528,80.61,240107,4
Danger Mouse,Revenge (feat. The Flaming Lips),0.456,0.19,3,-16.193,1,0.0393,0.884,0.453,0.101,0.325,133.883,176227,3
Bright Eyes,The Calendar Hung Itself…,0.341,0.277,0,-16.412,0,0.0405,0.854,0.00413,0.116,0.307,81.86,358320,3
Bright Eyes,Drunk Kid Catholic,0.345,0.183,10,-17.136,1,0.043,0.426,0.00038,0.189,0.353,167.175,157707,4
Sufjan Stevens,"John Wayne Gacy, Jr.",0.442,0.319,10,-8.849,0,0.0345,0.852,0.000286,0.106,0.311,74.575,144333,4
Leonard Cohen,Suzanne,0.484,0.0874,0,-17.796,1,0.0394,0.894,0.154,0.11,0.219,94.163,256120,4
Nirvana,Polly,0.336,0.47,7,-10.541,0,0.0319,0.378,0.00332,0.0953,0.163,154.649,237080,3
Nirvana,Where Did You Sleep Last Night,0.589,0.119,2,-16.584,1,0.0329,0.772,0.0275,0.112,0.0893,77.729,221693,3
Pearl Jam,Indifference - Remastered,0.693,0.398,0,-11.794,1,0.026,0.0981,0.00242,0.665,0.0695,109.806,210213,4
Villagers,The Soul Serene,0.686,0.467,7,-9.712,1,0.0419,0.704,0.00103,0.13,0.753,126.179,239293,4
Smooth Jazz Sax Instrumentals,I Can't Make You Love Me,0.579,0.607,7,-10.548,1,0.0282,0.794,0.926,0.0717,0.36,108.965,144693,4
Sparklehorse,Wish You Were Here,0.43,0.773,1,-7.554,1,0.0354,0.000622,0.914,0.138,0.0792,99.988,281120,1
Sparklehorse,Piano Fire,0.283,0.569,4,-11.261,1,0.0284,0.0182,0.854,0.0599,0.0929,115.158,495912,3
Sparklehorse,Sea Of Teeth,0.266,0.182,0,-15.988,1,0.0354,0.344,0.646,0.106,0.0613,105.344,290872,4
Sparklehorse,Sad And Beautiful World,0.625,0.743,4,-5.972,0,0.0448,0.0249,1.13e-06,0.368,0.46,90.331,243227,4
Sparklehorse,Gold Day,0.36,0.505,7,-9.129,1,0.026,0.0626,9.22e-05,0.172,0.317,74.807,264067,4
Danger Mouse,Little Girl (feat. Julian Casablancas),0.601,0.813,9,-7.116,1,0.0744,0.595,0,0.142,0.456,99.364,268425,4
Sparklehorse,Eyepennies,0.432,0.425,5,-9.763,1,0.0634,0.229,1.08e-06,0.125,0.335,175.325,275040,4
Sparklehorse,Apple Bed,0.552,0.494,2,-9.392,1,0.0308,0.769,0.127,0.101,0.431,81.272,262987,4
Scott McKenzie,San Francisco (Be Sure to Wear Flowers in Your Hair),0.838,0.475,4,-5.505,0,0.036,0.000417,0.714,0.226,0.711,106.217,225773,4
David Hazeltine,I'll Let You Know,0.458,0.286,4,-17.604,0,0.0813,0.856,0.00127,0.117,0.51,93.958,307373,4
Chet Baker,I Fall In Love To Easily,0.442,0.25,10,-13.017,1,0.0314,0.893,1.76e-05,0.103,0.285,138.906,176520,4
Lana Del Rey,Brooklyn Baby,0.526,0.566,11,-9.8,1,0.0289,0.21,0.691,0.106,0.146,139.907,254200,4
Sufjan Stevens,To Be Alone With You,0.609,0.674,9,-6.506,0,0.0355,0.00378,0.000302,0.129,0.743,127.541,246307,4
Cage The Elephant,Come A Little Closer,0.282,0.547,2,-8.621,1,0.0322,0.03,0.888,0.104,0.133,151.468,410187,4
J-AX,Il bello d'esser brutti,0.566,0.37,9,-11.008,1,0.0387,0.653,1.48e-06,0.147,0.322,93.924,157973,4
Bright Eyes,Waste Of Paint,0.229,0.265,3,-10.609,1,0.0311,0.926,1.76e-05,0.0511,0.142,104.745,175627,4
Bright Eyes,Lover I Don't Have To Love,0.3,0.848,5,-4.31,0,0.115,0.0583,0.00398,0.192,0.513,156.559,198621,3
Elliott Smith,Miss Miserly - Early version,0.7,0.804,8,-5.633,1,0.1,0.0526,0,0.114,0.26,152.036,305507,4
Leonard Cohen,Master Song,0.259,0.471,2,-6.929,0,0.0303,0.565,0.0194,0.242,0.0899,138.025,342093,3
Elliott Smith,Everything Reminds Me Of Her,0.662,0.498,2,-10.662,1,0.0304,0.723,0.00422,0.104,0.727,143.128,279773,4
Elliott Smith,Everything Means Nothing To Me,0.719,0.556,5,-6.862,1,0.246,0.0912,1.15e-05,0.482,0.292,79.94,165747,4
Nick Cave & The Bad Seeds,Into My Arms,0.635,0.556,0,-7.244,1,0.158,0.315,0,0.0804,0.519,90.847,329140,4
Nick Cave & The Bad Seeds,Where the Wild Roses Grow,0.824,0.73,11,-5.183,0,0.247,0.202,0,0.442,0.625,91.743,316507,4
Death Cab for Cutie,Passenger Seat,0.895,0.694,9,-4.384,1,0.275,0.176,0,0.292,0.632,93.944,230000,4
Death Cab for Cutie,Lightness,0.765,0.671,9,-5.249,0,0.278,0.344,0,0.0506,0.798,84.5,249867,4
Jewel,Who Will Save Your Soul,0.504,0.777,9,-7.916,0,0.0583,0.00106,0.00109,0.12,0.549,100.006,237640,4
Mogwai,Hungry Face,0.593,0.711,9,-9.977,0,0.0442,0.342,0.752,0.105,0.191,92.975,597403,4
Mogwai,Wizard Motor,0.71,0.925,10,-5.217,0,0.0364,0.126,0.000288,0.0973,0.776,125.038,207560,4
Explosions In The Sky,Your Hand In Mine,0.64,0.329,11,-10.844,0,0.0323,0.896,0.000536,0.113,0.295,80.687,236307,4
Explosions In The Sky,Waking Up,0.641,0.63,8,-6.393,1,0.0521,0.0372,0,0.4,0.415,79.955,241933,4
Conor Oberst,Zigzagging Toward the Light,0.69,0.618,2,-9.36,1,0.0904,0.0175,3.26e-06,0.0891,0.733,174.038,240893,4
Radiohead,Karma Police,0.735,0.403,4,-11.599,0,0.037,0.139,0.473,0.107,0.453,115.658,370573,4
Conor Oberst,Hundreds of Ways,0.508,0.0807,7,-21.994,0,0.0324,0.954,0.00339,0.111,0.198,93.402,198485,4
Conor Oberst,Time Forgot,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907,3
Conor Oberst,Artifact #1,0.413,0.233,4,-17.683,1,0.0378,0.676,8e-05,0.113,0.179,155.467,248867,4
Gorillaz,Kids with Guns,0.62,0.66,10,-12.07,0,0.0433,0.0032,0.000531,0.358,0.526,129.879,181893,4
Leonard Cohen,The Stranger Song,0.339,0.295,0,-11.484,1,0.0362,0.674,0,0.262,0.521,101.069,209880,4
Leonard Cohen,"Hey, That's No Way to Say Goodbye",0.672,0.188,4,-14.355,1,0.0376,0.889,0.301,0.11,0.708,125.13,221387,4
French Kicks,The Trial of the Century,0.576,0.234,4,-9.38,1,0.0341,0.994,0.169,0.106,0.474,111.778,181533,3
The Black Keys,Fever,0.611,0.0785,9,-20.543,1,0.0503,0.964,0.00014,0.0903,0.763,104.233,227733,4
The Black Keys,Weight of Love,0.538,0.48,7,-9.863,1,0.0268,0.204,0.0462,0.0955,0.834,171.773,187280,4
Jack White,Love Interruption,0.707,0.299,4,-12.468,0,0.0342,0.443,0.00759,0.0976,0.48,141.269,202693,4
Tony Bennett,Who Can I Turn To (When Nobody Needs Me),0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,165427,4
Jack White,Love Is Blindness,0.575,0.188,9,-18.758,1,0.0959,0.841,4.37e-05,0.228,0.334,77.464,155453,4
Die Antwoord,Enter The Ninja,0.367,0.208,4,-16.734,1,0.0363,0.629,0.0584,0.106,0.663,172.358,152627,4
Lana Del Rey,Shades Of Cool,0.359,0.391,3,-8.034,1,0.026,0.795,0.0708,0.163,0.19,154.66,242226,3
Isbells,Falling In And Out,0.61,0.275,6,-10.644,1,0.028,0.808,0.913,0.403,0.552,94.088,251280,4
The Notorious B.I.G.,Hold Ya Head (feat. Bob Marley),0.269,0.628,8,-8.71,1,0.0411,0.856,0.0792,0.0687,0.482,180.036,345267,3
The Notorious B.I.G.,Sky's The Limit (feat. 112),0.617,0.559,2,-7.324,0,0.0305,0.921,0.025,0.115,0.412,109.98,257480,4
The Notorious B.I.G.,Who Shot Ya? - 2007 Remaster,0.544,0.381,4,-9.998,1,0.0338,0.633,0.0167,0.0695,0.185,108.991,220867,4
The Notorious B.I.G.,Hypnotize - 2007 Remaster,0.625,0.699,9,-7.874,1,0.0295,0.0157,0.0109,0.119,0.11,104.99,202840,4
The Notorious B.I.G.,Big Poppa - 2007 Remaster,0.284,0.222,2,-13.608,1,0.038,0.959,0.345,0.119,0.162,137.879,146132,3
Moby,Extreme Ways,0.571,0.172,7,-20.7,1,0.0318,0.979,0.275,0.124,0.297,90.972,307698,4
Röyksopp,Monument,0.522,0.211,6,-15.167,0,0.0388,0.422,0.000881,0.121,0.497,95.429,164067,4
GoldFish,One Million Views (feat. John Mani),0.636,0.51,8,-9.509,1,0.0462,0.303,0.12,0.0852,0.497,81.806,307027,4
Eddie Vedder,Society,0.599,0.699,1,-7.588,0,0.1,0.58,0.276,0.108,0.296,120.927,245960,4
Coolio,Gangsta's Paradise (feat. L.V.),0.619,0.309,3,-15.098,0,0.0367,0.829,0,0.102,0.82,105.566,183493,4
Mattafix,Big City Life,0.563,0.827,2,-3.532,1,0.0292,0.102,0,0.074,0.861,132.269,188467,4
